,PlayerName,Born,Height,Hand,LinkPlayer,Weight,Birt,Treinador,Rank
411,Maverick Banes,Australia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/maverick-banes/bh87/player-activity?year=all&matchType=Singles,78.0,1992-04-10,,216
412,Mauricio Echazu,Peru,185.0,Right-Handed,https://www.atptour.com/en/players/mauricio-echazu/e702/player-activity?year=all&matchType=Singles,78.0,1989-01-21,,379
413,Marco Bortolotti,Italy,173.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marco-bortolotti/bh08/player-activity?year=all&matchType=Singles,72.0,1991-01-21,Damian Di Noto,355
414,Dustin Brown,Germany,196.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/dustin-brown/ba65/player-activity?year=all&matchType=Singles,78.0,1984-12-08,,64
415,Maximilian Neuchrist,Austria,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/maximilian-neuchrist/n663/player-activity?year=all&matchType=Singles,78.0,1991-07-22,,135
416,Teymuraz Gabashvili,,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/teymuraz-gabashvili/g681/player-activity?year=all&matchType=Singles,87.0,1985-05-23,,
417,Igor Sijsling,Netherlands,191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/igor-sijsling/sf36/player-activity?year=all&matchType=Singles,85.0,1987-08-18,Vedrah Tvrtkovic,52
418,Sadio Doumbia,France,183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/sadio-doumbia/d917/player-activity?year=all&matchType=Singles,80.0,1990-09-12,Boubacar Doumbia,250
419,Rafael Matos,Brazil,180.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/rafael-matos/mo41/player-activity?year=all&matchType=Singles,76.0,1996-01-06,Franco Ferreiro,357
420,Raphael Collignon,Belgium,191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/raphael-collignon/c0jp/player-activity?year=all&matchType=Singles,86.0,2002-01-13,Steve Darcis,973
421,Leonardo Mayer,Argentina,191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/leonardo-mayer/md56/player-activity?year=all&matchType=Singles,80.0,1987-05-15,Leo Alonso,21
422,Juan Carlos Saez,Chile,185.0,Right-Handed,https://www.atptour.com/en/players/juan-carlos-saez/sl85/player-activity?year=all&matchType=Singles,78.0,1991-08-05,,285
423,Martin Van Der Meerschen,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/martin-van-der-meerschen/v0bs/player-activity?year=all&matchType=Singles,78.0,2000-06-14,,670
424,Yannik Reuter,Belgium,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/yannik-reuter/ra82/player-activity?year=all&matchType=Singles,78.0,1991-03-06,,457
425,Marek Semjan,Slovakia,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marek-semjan/sh08/player-activity?year=all&matchType=Singles,78.0,1987-11-07,,270
426,Tom Pisane,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/tom-pisane/p0d1/player-activity?year=all&matchType=Singles,78.0,2000-10-11,,1066
427,Denis Matsukevich,,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/denis-matsukevich/mc18/player-activity?year=all&matchType=Singles,80.0,1986-03-28,,
428,Olivier Rojas,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/olivier-rojas/r0f9/player-activity?year=all&matchType=Singles,78.0,2001-01-14,,
429,John Sperle,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/john-sperle/s0lr/player-activity?year=all&matchType=Singles,78.0,2002-01-30,,971
430,Edris Fetisleam,Romania,185.0,Right-Handed,https://www.atptour.com/en/players/edris-fetisleam/f0ag/player-activity?year=all&matchType=Singles,78.0,1999-07-25,,1029
431,Teodor Giusca,Romania,185.0,Right-Handed,https://www.atptour.com/en/players/teodor-giusca/g0ce/player-activity?year=all&matchType=Singles,78.0,1999-12-29,,1639
432,Jordi Samper-Montana,Spain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jordi-samper-montana/sh91/player-activity?year=all&matchType=Singles,78.0,1990-04-05,,227
433,Marc Dijkhuizen,Netherlands,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-dijkhuizen/dd07/player-activity?year=all&matchType=Singles,78.0,1996-04-01,,437
434,Tuur Heuvinck,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/tuur-heuvinck/h0ej/player-activity?year=all&matchType=Singles,78.0,1997-12-29,,1722
435,Samuel Brosset,France,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/samuel-brosset/b0dq/player-activity?year=all&matchType=Singles,78.0,1998-01-14,,1323
436,Vladimir Korolev,Russia,185.0,Right-Handed,https://www.atptour.com/en/players/vladimir-korolev/kg33/player-activity?year=all&matchType=Singles,78.0,1995-09-06,,588
437,Luca Prevosto,Italy,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/luca-prevosto/pm37/player-activity?year=all&matchType=Singles,78.0,1998-09-09,,850
438,Jakub Wojcik,USA,185.0,Right-Handed,https://www.atptour.com/en/players/jakub-wojcik/wa96/player-activity?year=all&matchType=Singles,78.0,1997-10-12,,969
439,Yannick Jankovits,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/yannick-jankovits/j347/player-activity?year=all&matchType=Singles,72.0,1987-01-06,Jeff Jankovits,226
440,Stefan Seifert,Germany,185.0,Left-Handed,https://www.atptour.com/en/players/stefan-seifert/sg13/player-activity?year=all&matchType=Singles,78.0,1985-02-28,,526
441,Louis Herman,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/louis-herman/h0b3/player-activity?year=all&matchType=Singles,78.0,2001-05-03,,1639
442,Petru-Alexandru Luncanu,,185.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/petru-alexandru-luncanu/l872/player-activity?year=all&matchType=Singles,80.0,1989-05-07,Ady Ayram,
443,Romain Faucon,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/romain-faucon/f0f0/player-activity?year=all&matchType=Singles,78.0,2002-09-04,,
444,Paul Cayre,France,185.0,Right-Handed,https://www.atptour.com/en/players/paul-cayre/cg85/player-activity?year=all&matchType=Singles,78.0,1995-04-26,,818
445,Marco De Rossi,San Marino,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marco-de-rossi/dc25/player-activity?year=all&matchType=Singles,78.0,1997-06-27,,891
446,Gabriel Alejandro Hidalgo,Argentina,185.0,Right-Handed,https://www.atptour.com/en/players/gabriel-alejandro-hidalgo/h999/player-activity?year=all&matchType=Singles,78.0,1990-08-06,,413
447,Julio Goes,,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/julio-goes/g020/player-activity?year=all&matchType=Singles,70.0,1955-10-25,Paulo Ferreira,
448,Mason Recci,Great Britain,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/mason-recci/rh85/player-activity?year=all&matchType=Singles,78.0,1997-01-23,,1371
449,Jose Antonio Fernandez,,0.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/jose-antonio-fernandez/f014/player-activity?year=all&matchType=Singles,60.0,1965-01-26,,
450,Michael Oberleitner,,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/michael-oberleitner/o063/player-activity?year=all&matchType=Singles,82.0,1966-07-17,,
451,Jacco Van Duyn,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jacco-van-duyn/v120/player-activity?year=all&matchType=Singles,78.0,,,
452,Glenny Schaap,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/glenny-schaap/s318/player-activity?year=all&matchType=Singles,78.0,1968-04-06,,
453,Johan De Preter,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/johan-de-preter/d020/player-activity?year=all&matchType=Singles,78.0,,,
454,Alexander Knight,USA,193.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexander-knight/k0ch/player-activity?year=all&matchType=Singles,78.0,,,1168
455,Magnus Zeile,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/magnus-zeile/z040/player-activity?year=all&matchType=Singles,78.0,1968-08-10,,
456,Thierry Tulasne,,178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/thierry-tulasne/t032/player-activity?year=all&matchType=Singles,73.0,1963-07-12,,
457,Pedro Rebolledo,,170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/pedro-rebolledo/r012/player-activity?year=all&matchType=Singles,68.0,1960-12-17,,
458,Eduardo Bengoechea,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/eduardo-bengoechea/b035/player-activity?year=all&matchType=Singles,78.0,1959-07-02,,
459,Francesco Cancellotti,,183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francesco-cancellotti/c013/player-activity?year=all&matchType=Singles,75.0,1963-02-27,,
460,Johan Vekemans,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/johan-vekemans/v020/player-activity?year=all&matchType=Singles,78.0,1964-06-12,Fred Hemmes,
461,Amit Naor,,178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/amit-naor/n005/player-activity?year=all&matchType=Singles,82.0,1967-07-25,,
462,Gavin Pfitzner,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gavin-pfitzner/p064/player-activity?year=all&matchType=Singles,78.0,,,
463,Peter Lundgren,Sweden,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/peter-lundgren/l044/player-activity?year=all&matchType=Singles,80.0,1965-01-29,,
464,Danilo Marcelino,,193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/danilo-marcelino/m028/player-activity?year=all&matchType=Singles,81.0,1966-03-08,,
465,Martin Laurendeau,Canada,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/martin-laurendeau/l008/player-activity?year=all&matchType=Singles,78.0,1964-07-10,Louis Cayer- Allen Fox,
466,Marshall Tutu,Great Britain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marshall-tutu/tb81/player-activity?year=all&matchType=Singles,78.0,1992-03-13,,1161
467,Petr Hajek,Czech Republic,185.0,Right-Handed,https://www.atptour.com/en/players/petr-hajek/hh36/player-activity?year=all&matchType=Singles,78.0,1997-03-12,,598
468,Niels Lootsma,Netherlands,193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/niels-lootsma/le38/player-activity?year=all&matchType=Singles,78.0,1994-08-15,Martin Simek,423
469,Mubarak Shannan Zayid,Qatar,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/mubarak-shannan-zayid/ac39/player-activity?year=all&matchType=Singles,78.0,1995-04-14,,728
470,Viktor Filipenko,Hungary,185.0,Right-Handed,https://www.atptour.com/en/players/viktor-filipenko/f849/player-activity?year=all&matchType=Singles,78.0,1991-09-25,,709
471,Vincent Jaensch-Mueller,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/vincent-jaensch-mueller/j531/player-activity?year=all&matchType=Singles,78.0,1994-02-13,,963
472,Xander Spong,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/xander-spong/si97/player-activity?year=all&matchType=Singles,78.0,1990-02-21,,888
473,Antoine Champagne,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/antoine-champagne/cc27/player-activity?year=all&matchType=Singles,78.0,1990-09-18,,1247
474,Yannick Staschen,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/yannick-staschen/sq67/player-activity?year=all&matchType=Singles,78.0,1994-09-06,,
475,Julien Maigret,France,185.0,Right-Handed,https://www.atptour.com/en/players/julien-maigret/m991/player-activity?year=all&matchType=Singles,78.0,1983-01-10,,911
476,Laurent Malouli,France,185.0,Right-Handed,https://www.atptour.com/en/players/laurent-malouli/mk43/player-activity?year=all&matchType=Singles,78.0,1987-11-02,,832
477,Marious Zelba,Australia,185.0,Right-Handed,https://www.atptour.com/en/players/marious-zelba/z243/player-activity?year=all&matchType=Singles,78.0,1990-05-15,,786
478,Clement Reix,France,185.0,Right-Handed,https://www.atptour.com/en/players/clement-reix/r852/player-activity?year=all&matchType=Singles,78.0,1983-10-09,,437
479,James Chaudry,Great Britain,185.0,Right-Handed,https://www.atptour.com/en/players/james-chaudry/cc86/player-activity?year=all&matchType=Singles,78.0,1991-03-11,,923
480,Filipp Smalyanyy,Russia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/filipp-smalyanyy/su42/player-activity?year=all&matchType=Singles,78.0,1995-02-08,,
