PlayerName,Born,Height,Hand,LinkPlayer,Weight,Birt,Treinador,Rank
Federico Raffaelli,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/federico-raffaelli/r921/player-activity?year=all&matchType=Singles,78.0,1984-01-30,,1437
Frederic De Fays,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/frederic-de-fays/d751/player-activity?year=all&matchType=Singles,78.0,1989-01-14,,622
Mario Dierckx,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/mario-dierckx/d932/player-activity?year=all&matchType=Singles,78.0,1989-09-18,,940
Marc-Andre Stratling,"Goppingen, Germany",185.0,Right-Handed,https://www.atptour.com/en/players/marc-andre-stratling/sc48/player-activity?year=all&matchType=Singles,78.0,1986-01-06,,499
Andrei Pavel,"Constanta, Romania",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/andrei-pavel/p280/player-activity?year=all&matchType=Singles,90.0,1974-01-27,,13
Marco Pedrini,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/marco-pedrini/p506/player-activity?year=all&matchType=Singles,78.0,1983-04-19,,270
Kepler Orellana,Barquisimeto,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/kepler-orellana/k338/player-activity?year=all&matchType=Singles,79.0,1977-10-08,,258
Bas Van der Valk,Netherlands,185.0,Left-Handed,https://www.atptour.com/en/players/bas-van-der-valk/v396/player-activity?year=all&matchType=Singles,78.0,1984-04-25,,428
David Skoch,"Brandys, Czech Republic",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-skoch/s552/player-activity?year=all&matchType=Singles,70.0,1976-11-06,Tomas Hlasek,337
Petar Popovic,"Novi Sad, Serbia",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/petar-popovic/p648/player-activity?year=all&matchType=Singles,93.0,1982-07-27,,266
Lucas Arnold Ker,"Buenos Aires, Argentina",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/lucas-arnold-ker/a228/player-activity?year=all&matchType=Singles,76.0,1974-10-12,,
Thomas Kromann,Denmark,185.0,Left-Handed,https://www.atptour.com/en/players/thomas-kromann/k846/player-activity?year=all&matchType=Singles,78.0,1987-06-01,,501
Jerome Haehnel,"Mulhouse, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jerome-haehnel/h435/player-activity?year=all&matchType=Singles,78.0,1980-07-14,,91
Ian Flanagan,Great Britain,185.0,Right-Handed,https://www.atptour.com/en/players/ian-flanagan/f436/player-activity?year=all&matchType=Singles,78.0,1982-01-15,,366
Dusan Karol,Czech Republic,185.0,Right-Handed,https://www.atptour.com/en/players/dusan-karol/k585/player-activity?year=all&matchType=Singles,78.0,1983-05-19,,128
Martijn Van Haasteren,Antily (NIZ),185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/martijn-van-haasteren/v473/player-activity?year=all&matchType=Singles,78.0,1980-09-12,,117
Tim Henman,"Oxford, England",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/tim-henman/h336/player-activity?year=all&matchType=Singles,77.0,1974-09-06,Paul Annacone,4
Maxime Bonami,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/maxime-bonami/be03/player-activity?year=all&matchType=Singles,78.0,1983-11-12,,1246
Korneel Sanders,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/korneel-sanders/sl45/player-activity?year=all&matchType=Singles,78.0,1990-03-08,,986
Andreas Siljestrom,Stockholm,206.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andreas-siljestrom/sc54/player-activity?year=all&matchType=Singles,96.0,1981-07-21,Justin Miller,57
Dennis Van Scheppingen,"Mijdrecht, The Netherlands",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/dennis-van-scheppingen/s559/player-activity?year=all&matchType=Singles,80.0,1975-07-05,Dick Duijk,157
Jan Kroslak,"Bratislava, Slovak Republic",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jan-kroslak/k296/player-activity?year=all&matchType=Singles,77.0,1974-10-17,Michal Krotiouk,58
Romain Bocaert,France,185.0,Right-Handed,https://www.atptour.com/en/players/romain-bocaert/bf62/player-activity?year=all&matchType=Singles,78.0,1990-10-03,,
Mike Scheidweiler,Luxembourg,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/mike-scheidweiler/s887/player-activity?year=all&matchType=Singles,75.0,1981-11-14,Nicolas Perrein,291
Marcus Sarstrand,Sweden,183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcus-sarstrand/s751/player-activity?year=all&matchType=Singles,73.0,1978-07-24,,521
Mariano Zabaleta,"Tandil, Argentina",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/mariano-zabaleta/z073/player-activity?year=all&matchType=Singles,77.0,1978-02-28,Mariano Hood,21
Ralph Grambow,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ralph-grambow/g450/player-activity?year=all&matchType=Singles,78.0,1979-07-14,,366
Adil Shamasdin,"Toronto, Canada",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/adil-shamasdin/sb92/player-activity?year=all&matchType=Singles,73.0,1982-05-23,Dave Marray,748
Guillermo Coria,"Rufino, Argentina",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/guillermo-coria/c524/player-activity?year=all&matchType=Singles,69.0,1982-01-13,Martin Rodriguez,3
Clement Morel,Monaco,185.0,Right-Handed,https://www.atptour.com/en/players/clement-morel/mb29/player-activity?year=all&matchType=Singles,78.0,1984-07-16,,509
Jordane Doble,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jordane-doble/d434/player-activity?year=all&matchType=Singles,78.0,1980-12-02,,
Peter Wessels,"Zwolle, The Netherlands",196.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/peter-wessels/w254/player-activity?year=all&matchType=Singles,85.0,1978-05-07,,112
Henrik Norfeldt,Sweden,185.0,Right-Handed,https://www.atptour.com/en/players/henrik-norfeldt/n506/player-activity?year=all&matchType=Singles,78.0,1986-12-23,,518
Mattia Livraghi,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/mattia-livraghi/l473/player-activity?year=all&matchType=Singles,78.0,1981-09-21,,414
Juan Albert Viloca-Puig,"Barcelona, Spain",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/juan-albert-viloca-puig/v161/player-activity?year=all&matchType=Singles,76.0,1973-01-17,Pato Alvarez,74
Stefan Wauters,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/stefan-wauters/w306/player-activity?year=all&matchType=Singles,78.0,1982-03-12,,205
Jakub Praibis,Czech Republic,185.0,Right-Handed,https://www.atptour.com/en/players/jakub-praibis/pd16/player-activity?year=all&matchType=Singles,78.0,1982-06-29,,
Romano Frantzen,"Den-Haag, Netherlands",185.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/romano-frantzen/f473/player-activity?year=all&matchType=Singles,70.0,1982-04-18,,574
Rodrigo Perez,Chile,185.0,Right-Handed,https://www.atptour.com/en/players/rodrigo-perez/pc21/player-activity?year=all&matchType=Singles,78.0,1989-03-07,,327
Nikolai Haessig,Canada,185.0,Left-Handed,https://www.atptour.com/en/players/nikolai-haessig/ha11/player-activity?year=all&matchType=Singles,78.0,1992-11-18,,1272
Jannick Lupescu,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/jannick-lupescu/lb54/player-activity?year=all&matchType=Singles,78.0,1993-07-16,,792
Matthew Pierot,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/matthew-pierot/pe29/player-activity?year=all&matchType=Singles,78.0,1990-01-04,,1190
Enzo Py,France,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/enzo-py/pg39/player-activity?year=all&matchType=Singles,78.0,1995-05-09,,773
Dario Perez,Spain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/dario-perez/p429/player-activity?year=all&matchType=Singles,78.0,1980-04-18,,511
Antony Dupuis,"Bayonne, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/antony-dupuis/d272/player-activity?year=all&matchType=Singles,87.0,1973-02-24,Benoit Carelli,
James Feaver,Great Britain,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/james-feaver/f631/player-activity?year=all&matchType=Singles,78.0,1986-09-10,,527
Jonas Koenig,Germany,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jonas-koenig/kd54/player-activity?year=all&matchType=Singles,78.0,1989-10-04,,
Gilles Kremer,Luxembourg,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gilles-kremer/k572/player-activity?year=all&matchType=Singles,78.0,1981-07-15,,457
Simon Stadler,"Heidelberg, Germany",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/simon-stadler/s944/player-activity?year=all&matchType=Singles,75.0,1983-07-20,Helmut Luethy,140
Dominik Hrbaty,"Bratislava, Slovakia",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/dominik-hrbaty/h377/player-activity?year=all&matchType=Singles,80.0,1978-01-04,Tibor Toth,12
Rameez Junaid,Australia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/rameez-junaid/j230/player-activity?year=all&matchType=Singles,78.0,1981-05-25,Rainer Bopp,62
Alexander Blom,Antily (NIZ),185.0,Right-Handed,https://www.atptour.com/en/players/alexander-blom/be06/player-activity?year=all&matchType=Singles,78.0,1987-08-17,,500
Matt Simpson,New Zealand,185.0,Right-Handed,https://www.atptour.com/en/players/matt-simpson/sd83/player-activity?year=all&matchType=Singles,78.0,1984-08-10,,754
Oscar Sabate-Bretos,Spain,185.0,Right-Handed,https://www.atptour.com/en/players/oscar-sabate-bretos/sf93/player-activity?year=all&matchType=Singles,78.0,1986-08-31,,525
Andy Roddick,"Omaha, Nebraska, USA",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andy-roddick/r485/player-activity?year=all&matchType=Singles,88.0,1982-08-30,Larry Stefanki,1
Enrico Alonso De Pedro,Germany,185.0,Left-Handed,https://www.atptour.com/en/players/enrico-alonso-de-pedro-/ab63/player-activity?year=all&matchType=Singles,78.0,1988-03-23,,
Roel Oostdam,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/roel-oostdam/o330/player-activity?year=all&matchType=Singles,78.0,1988-01-15,,1053
Constantin Christ,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/constantin-christ/cf30/player-activity?year=all&matchType=Singles,78.0,1993-01-24,,
Xavier Pujo,"Paris, France",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/xavier-pujo/p516/player-activity?year=all&matchType=Singles,74.0,1977-12-05,Elliot Giebe Management GHM,283
Marcel-Ioan Miron,Romania,185.0,Right-Handed,https://www.atptour.com/en/players/marcel-ioan-miron/ma10/player-activity?year=all&matchType=Singles,78.0,1982-04-06,,322
Andrea Falgheri,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/andrea-falgheri/f522/player-activity?year=all&matchType=Singles,78.0,1985-09-09,,611
Lukas Dlouhy,"Pisek, Czech Republic",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/lukas-dlouhy/d487/player-activity?year=all&matchType=Singles,88.0,1983-04-09,Karel Novacek/James Dicker,73
Kevin Boelhouwer,Netherlands,185.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/kevin-boelhouwer/bj32/player-activity?year=all&matchType=Singles,78.0,1991-04-03,,962
Jarryd Bant,"Salisbury, England",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jarryd-bant/bi29/player-activity?year=all&matchType=Singles,70.0,1992-10-29,Richard Bant,1553
Matthieu Vierin,,185.0,Right-Handed,https://www.atptour.com/en/players/matthieu-vierin/v648/player-activity?year=all&matchType=Singles,78.0,1991-07-07,,
Richard Bloomfield,"Norwich, Norfolk",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/richard-bloomfield/b977/player-activity?year=all&matchType=Singles,75.0,1983-04-27,,176
Vladimir Obradovic,Serbia,196.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/vladimir-obradovic/o168/player-activity?year=all&matchType=Singles,91.0,1981-02-04,Andy Jackson/ Sveta Simic,367
Davy Sum,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/davy-sum/sp46/player-activity?year=all&matchType=Singles,78.0,1989-07-17,,603
Nick Van Der Meer,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/nick-van-der-meer/v457/player-activity?year=all&matchType=Singles,78.0,1985-01-18,,444
Colin Ebelthite,Australia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/colin-ebelthite/e629/player-activity?year=all&matchType=Singles,78.0,1984-11-27,,209
Kevin Botti,"Chambery, France",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/kevin-botti/be83/player-activity?year=all&matchType=Singles,78.0,1989-01-14,,395
Juan-Sebastian Vivanco,Ecuador,185.0,Right-Handed,https://www.atptour.com/en/players/juan-sebastian-vivanco/v628/player-activity?year=all&matchType=Singles,78.0,1990-04-14,,607
Nicolas Tourte,France,185.0,Right-Handed,https://www.atptour.com/en/players/nicolas-tourte/t323/player-activity?year=all&matchType=Singles,78.0,1979-08-18,,103
Mehdi Bouras,Algeria,185.0,Right-Handed,https://www.atptour.com/en/players/mehdi-bouras/bf67/player-activity?year=all&matchType=Singles,78.0,1988-09-24,,1305
Marc Abdelnour,,0.0,Right-Handed,https://www.atptour.com/en/players/marc-abdelnour/a769/player-activity?year=all&matchType=Singles,0.0,1988-08-11,,
Marco Viola,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/marco-viola/v417/player-activity?year=all&matchType=Singles,78.0,1983-10-28,,489
Ervin Eleskovic,Sweden,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ervin-eleskovic/e639/player-activity?year=all&matchType=Singles,78.0,1987-05-08,,266
Denis Gremelmayr,"Heidelberg, Germany",183.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/denis-gremelmayr/g512/player-activity?year=all&matchType=Singles,73.0,1981-08-16,Hemut Luethy,59
Jeroen Benard,Netherlands,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jeroen-benard/bi78/player-activity?year=all&matchType=Singles,78.0,1991-02-16,,638
Stefano Galvani,"Padova, Italy",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/stefano-galvani/g372/player-activity?year=all&matchType=Singles,73.0,1977-06-03,Patricio Remondegui,99
Conor Niland,"Birmingham, England",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/conor-niland/n349/player-activity?year=all&matchType=Singles,82.0,1981-09-19,,129
Nicolas Kiefer,"Holzminden, Germany",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/nicolas-kiefer/k316/player-activity?year=all&matchType=Singles,80.0,1977-07-05,,4
Gary Lugassy,France,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/gary-lugassy/l657/player-activity?year=all&matchType=Singles,78.0,1982-08-20,,340
Frederic Jeanclaude,France,185.0,Left-Handed,https://www.atptour.com/en/players/frederic-jeanclaude/j279/player-activity?year=all&matchType=Singles,78.0,1981-10-02,,692
Sascha Kloer,"Krefeld, Germany",185.0,Right-Handed,https://www.atptour.com/en/players/sascha-kloer/k668/player-activity?year=all&matchType=Singles,78.0,1985-08-16,,578
Bart Govaerts,Belgium,185.0,Left-Handed,https://www.atptour.com/en/players/bart-govaerts/ga04/player-activity?year=all&matchType=Singles,78.0,1988-06-17,,593
Raemon Sluiter,"Rotterdam, The Netherlands",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/raemon-sluiter/s693/player-activity?year=all&matchType=Singles,80.0,1978-04-13,Tjerk Bogtstra,46
George Bastl,"Ollon, Vaud, Switzerland",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/george-bastl/b503/player-activity?year=all&matchType=Singles,85.0,1975-04-01,,71
Jiri Vanek,"Domazlice, Czech Republic",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jiri-vanek/v207/player-activity?year=all&matchType=Singles,86.0,1978-04-24,Ivan Jankovsky,77
Victor Ionita,"Bucharest, Romania",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/victor-ionita/i094/player-activity?year=all&matchType=Singles,72.0,1983-05-11,,187
Alexandre Renard,France,185.0,Right-Handed,https://www.atptour.com/en/players/alexandre-renard/r644/player-activity?year=all&matchType=Singles,78.0,1982-05-29,,253
Clinton Thomson,"Sydney, Australia",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/clinton-thomson/t816/player-activity?year=all&matchType=Singles,80.0,1984-11-28,Karsten Saniter,466
Carlos Calderon-Rodriguez,Spain,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/carlos-calderon-rodriguez/ca42/player-activity?year=all&matchType=Singles,78.0,1988-03-19,,338
Marco Dierckx,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/marco-dierckx/d907/player-activity?year=all&matchType=Singles,78.0,1988-09-12,,533
Marius Zay,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/marius-zay/z115/player-activity?year=all&matchType=Singles,78.0,1982-10-25,,797
Antoine Tassart,France,185.0,Right-Handed,https://www.atptour.com/en/players/antoine-tassart/t801/player-activity?year=all&matchType=Singles,78.0,1985-01-03,,832
Alexander Peya,"Vienna, Austria",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/alexander-peya/p467/player-activity?year=all&matchType=Singles,83.0,1980-06-27,"Michael Oberleitner, Martin Gattringer",92
Christophe Rochus,"Namur, Belgium",170.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/christophe-rochus/r336/player-activity?year=all&matchType=Singles,68.0,1978-12-15,Ananda Vandendooren,39
