PlayerName,Born,Height,Hand,LinkPlayer,Weight,Birt,Treinador,Rank
Lorenzo Manta,"Winterthur, Switzerland",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/lorenzo-manta/m551/player-activity?year=all&matchType=Singles,82.0,1974-09-16,Leonardo Manta,82
Martin Rodriguez,"Cordoba, Argentina",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/martin-rodriguez/r251/player-activity?year=all&matchType=Singles,75.0,1969-12-18,Horacio De La Pena,
Todd Woodbridge,"Sydney, NSW, Australia",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/todd-woodbridge/w136/player-activity?year=all&matchType=Singles,75.0,1971-04-02,,1
Jeff Tarango,"Manhattan Beach, CA, USA",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/jeff-tarango/t136/player-activity?year=all&matchType=Singles,73.0,1968-11-20,None,11
Michael Chang,"Hoboken, New Jersey, USA",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/michael-chang/c274/player-activity?year=all&matchType=Singles,73.0,1972-02-22,Carl Chang,14
Sjeng Schalken,"Weert, The Netherlands",193.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/sjeng-schalken/s572/player-activity?year=all&matchType=Singles,82.0,1976-09-08,Willem Jan Van Hulst,22
Olivier Mutis,"Mont. St. Martin, France",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/olivier-mutis/m640/player-activity?year=all&matchType=Singles,72.0,1978-02-02,Does Not Have Coach,632
Karol Kucera,"Bratislava, Czechoslovakia",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/karol-kucera/k237/player-activity?year=all&matchType=Singles,88.0,1974-03-04,Marian Vajda,131
Felix Mantilla,"Barcelona, Spain",180.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/felix-mantilla/m535/player-activity?year=all&matchType=Singles,78.0,1974-09-23,Toni Navarro,10
Dariusz Kuligowski,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/dariusz-kuligowski/ka06/player-activity?year=all&matchType=Singles,78.0,1987-03-19,,
Christopher Koderisch,"Lemgo, Germany",180.0,Right-Handed,https://www.atptour.com/en/players/christopher-koderisch/k696/player-activity?year=all&matchType=Singles,73.0,,,473
Tuomas Ketola,"Turku, Finland",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tuomas-ketola/k297/player-activity?year=all&matchType=Singles,77.0,1975-02-21,,82
Ronald Agenor,"Rabat, Morocco",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ronald-agenor/a006/player-activity?year=all&matchType=Singles,82.0,1964-11-13,None,332
Marc Canovas,Spain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-canovas/c536/player-activity?year=all&matchType=Singles,78.0,1978-09-14,,416
Romano Tatuhey,Antily (NIZ),185.0,Right-Handed,https://www.atptour.com/en/players/romano-tatuhey/t838/player-activity?year=all&matchType=Singles,78.0,,,1118
Marc Rosset,"Geneva, Switzerland",201.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-rosset/r214/player-activity?year=all&matchType=Singles,88.0,1970-11-07,,99
Goran Ivanisevic,"Split, Croatia",193.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/goran-ivanisevic/i034/player-activity?year=all&matchType=Singles,82.0,1971-09-13,Mario Tudor,12
Diego Moyano,"Buenos Aires, Argentina",180.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/diego-moyano/m538/player-activity?year=all&matchType=Singles,84.0,1975-03-14,Kevin Anderson,158
Francisco Costa,"Porto Alegre, Brazil",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francisco-costa/c397/player-activity?year=all&matchType=Singles,81.0,1973-06-28,,174
Nicolas Escude,"Chartres, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/nicolas-escude/e140/player-activity?year=all&matchType=Singles,70.0,1976-04-03,,35
Michel Kratochvil,"Bern, Switzerland",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/michel-kratochvil/k319/player-activity?year=all&matchType=Singles,77.0,1979-04-07,Arnaud Decugis,270
David Sherwood,"Sheffield, England",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-sherwood/s818/player-activity?year=all&matchType=Singles,78.0,1980-05-06,John Gledden,174
Tomas Behrend,"Porto Alegre, Brazil",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tomas-behrend/b545/player-activity?year=all&matchType=Singles,89.0,1974-12-12,Marko Seidensticker,43
Jamie Delgado,"Birmingham, England",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jamie-delgado/d289/player-activity?year=all&matchType=Singles,70.0,1977-03-21,Andrew Richardson,123
Marcelo Charpentier,"Buenos Aires, Argentina",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcelo-charpentier/c375/player-activity?year=all&matchType=Singles,75.0,1973-07-11,,252
Melvyn Op der Heijde,Hoorn,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/melvyn-op-der-heijde/o150/player-activity?year=all&matchType=Singles,77.0,1975-06-11,,259
Gregory Carraz,"Bourgoin-Jallieu, France",191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/gregory-carraz/c400/player-activity?year=all&matchType=Singles,78.0,1975-04-09,,122
Greg Rusedski,"Montreal, Quebec, Canada",193.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/greg-rusedski/r237/player-activity?year=all&matchType=Singles,91.0,1973-09-06,No Coach,4
Lars Burgsmuller,"Mulheim, Germany",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/lars-burgsmuller/b484/player-activity?year=all&matchType=Singles,73.0,1975-12-06,Dirk Hordoff,61
Alex Calatrava,"Cologne, Germany",191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/alex-calatrava/c361/player-activity?year=all&matchType=Singles,82.0,1973-06-14,Francisco Altur,110
Gilles Elseneer,"Bruxelles, Belgium",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gilles-elseneer/e169/player-activity?year=all&matchType=Singles,77.0,1978-03-06,Gilbert Elseneer,97
Philipp Hammer,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/philipp-hammer/h500/player-activity?year=all&matchType=Singles,78.0,1981-07-19,,467
Olivier Vandewiele,France,185.0,Right-Handed,https://www.atptour.com/en/players/olivier-vandewiele/v409/player-activity?year=all&matchType=Singles,78.0,,,1218
John van Lottum,Madagascar,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/john-van-lottum/v201/player-activity?year=all&matchType=Singles,72.0,1976-04-10,Alex Reijnders,235
Hicham Arazi,"Casablanca, Morocco",175.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/hicham-arazi/a226/player-activity?year=all&matchType=Singles,65.0,1973-10-19,,144
Peter Clarke,dublin,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/peter-clarke/c526/player-activity?year=all&matchType=Singles,85.0,1979-07-08,,887
Juan-Luis Rascon-Lope,Spain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-luis-rascon-lope/r240/player-activity?year=all&matchType=Singles,78.0,1971-03-02,,607
Massimo Ocera,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/massimo-ocera/o176/player-activity?year=all&matchType=Singles,78.0,1982-03-24,,385
Dominique Coene,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/dominique-coene/c664/player-activity?year=all&matchType=Singles,78.0,1982-01-23,,324
Jean-Michel Durango,Ecuador,185.0,Right-Handed,https://www.atptour.com/en/players/jean-michel-durango/d753/player-activity?year=all&matchType=Singles,78.0,1988-01-22,,998
Stefan Kilchhofer,Switzerland,185.0,Right-Handed,https://www.atptour.com/en/players/stefan-kilchhofer/k738/player-activity?year=all&matchType=Singles,78.0,1986-01-03,,712
Edwin Kempes,"Amsterdam, Netherlands",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/edwin-kempes/k317/player-activity?year=all&matchType=Singles,73.0,1976-06-23,Nick Carr,90
Renzo Furlan,"Conegliano, Veneto, Italy",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/renzo-furlan/f192/player-activity?year=all&matchType=Singles,70.0,1970-05-17,Riccardo Piatti,301
Wayne Black,"Harare, Zimbabwe",170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/wayne-black/b499/player-activity?year=all&matchType=Singles,70.0,1973-11-14,Miles Maclagan,71
Sebastian Prieto,"Buenos Aires, Argentina",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sebastian-prieto/p324/player-activity?year=all&matchType=Singles,75.0,1975-05-19,,145
Sebastien Lami,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sebastien-lami/l387/player-activity?year=all&matchType=Singles,78.0,1977-02-10,,556
Gaston Etlis,"Buenos Aires, Argentina",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gaston-etlis/e138/player-activity?year=all&matchType=Singles,76.0,1974-11-04,Horacio De La Pena,17
Bernard Parun,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/bernard-parun/p456/player-activity?year=all&matchType=Singles,78.0,1979-05-24,,396
Carlos Gomez-Diaz,Argentina,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/carlos-gomez-diaz/g214/player-activity?year=all&matchType=Singles,78.0,1968-12-24,,
David Prinosil,"Olomouc, Czech Republic",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-prinosil/p273/player-activity?year=all&matchType=Singles,82.0,1973-03-09,Klaus Langenbach,28
Leander Paes,"Calcutta, India",178.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/leander-paes/p269/player-activity?year=all&matchType=Singles,78.0,1973-06-17,,84
Gergely Kisgyorgy,Hungary,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gergely-kisgyorgy/k299/player-activity?year=all&matchType=Singles,78.0,1976-03-08,,109
Joan Jimenez-Guerra,Andorra,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/joan-jimenez-guerra/j159/player-activity?year=all&matchType=Singles,78.0,1978-01-24,,357
Yevgeny Kafelnikov,"Sochi, Russia",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/yevgeny-kafelnikov/k267/player-activity?year=all&matchType=Singles,84.0,1974-02-18,,1
Adrian Voinea,"Focsani, Romania",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/adrian-voinea/v166/player-activity?year=all&matchType=Singles,73.0,1974-08-06,Julian Vespan,694
Magnus Norman,"Filipstad, Sweden",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/magnus-norman/n250/player-activity?year=all&matchType=Singles,89.0,1976-05-30,,133
Richard Krajicek,"Rotterdam, The Netherlands",196.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/richard-krajicek/k214/player-activity?year=all&matchType=Singles,95.0,1971-12-06,,468
Marcelo Rios,"Santiago, Chile",175.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marcelo-rios/r286/player-activity?year=all&matchType=Singles,73.0,1975-12-26,,141
Pete Sampras,"Washington, D.C., USA",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/pete-sampras/s402/player-activity?year=all&matchType=Singles,77.0,1971-08-12,Paul Annacone,1
Francisco Cabello,Argentina,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francisco-cabello/c457/player-activity?year=all&matchType=Singles,83.0,1972-12-06,Juan Carlos Rivarola,133
Johan Settergren,"Halmstad, Sweden",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/johan-settergren/s709/player-activity?year=all&matchType=Singles,77.0,1978-04-22,,408
Emilio Benfele Alvarez,"Figeras, Spain",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/emilio-benfele-alvarez/a190/player-activity?year=all&matchType=Singles,85.0,1972-11-15,None,101
Vadim Kutsenko,"Komsomolsk, Russia",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/vadim-kutsenko/k308/player-activity?year=all&matchType=Singles,76.0,1977-03-16,Alex Yolkhin,143
Steven Korteling,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/steven-korteling/k740/player-activity?year=all&matchType=Singles,78.0,1984-01-16,,456
Vincenzo Santopadre,"Rome, Italy",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/vincenzo-santopadre/s413/player-activity?year=all&matchType=Singles,76.0,1971-08-11,Giampaolo Coppo,100
Oscar Serrano,"Barcelona, Spain",173.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/oscar-serrano/s676/player-activity?year=all&matchType=Singles,78.0,1978-05-25,,398
Marc-Kevin Goellner,"Rio de Janeiro, Brazil",196.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-kevin-goellner/g252/player-activity?year=all&matchType=Singles,81.0,1970-09-22,Andreas Maurer,68
Bertrand Contzler,France,185.0,Right-Handed,https://www.atptour.com/en/players/bertrand-contzler/c677/player-activity?year=all&matchType=Singles,78.0,1982-03-22,,716
Andrei Cherkasov,"Ufa, Russia",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/andrei-cherkasov/c260/player-activity?year=all&matchType=Singles,75.0,1970-07-04,Paul Feldmanis,141
Marcello Craca,Germany,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcello-craca/c439/player-activity?year=all&matchType=Singles,76.0,1974-10-27,Corrado Barazzutti,399
Jan Weinzierl,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jan-weinzierl/w201/player-activity?year=all&matchType=Singles,78.0,1973-05-01,,232
Martijn Bok,"Best, Netherlands",170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/martijn-bok/b477/player-activity?year=all&matchType=Singles,64.0,1973-03-08,,428
Tom Vanhoudt,"Diest, Belgium",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tom-vanhoudt/v156/player-activity?year=all&matchType=Singles,70.0,1972-07-28,Gunter Vanderveeren,36
Daniel Orsanic,"Buenos Aires, Argentina",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/daniel-orsanic/o086/player-activity?year=all&matchType=Singles,75.0,1968-06-11,None,636
Pat Cash,"Melbourne, VIC, Australia",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/pat-cash/c023/player-activity?year=all&matchType=Singles,84.0,1965-05-27,Ian Barclay,589
Patrick Baur,"Radolfzell, Germany",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/patrick-baur/b293/player-activity?year=all&matchType=Singles,186.0,1965-05-03,,164
Joost Winnink,"Peize, Netherlands",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/joost-winnink/w161/player-activity?year=all&matchType=Singles,75.0,1971-06-30,,300
Hendrik Jan Davids,"DeBilt, Netherlands",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/hendrik-jan-davids/d170/player-activity?year=all&matchType=Singles,78.0,1969-01-30,,807
Jakob Hlasek,"Prague, Czechoslovakia",188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/jakob-hlasek/h025/player-activity?year=all&matchType=Singles,78.0,1964-11-12,Ivo Werner,
Daniele Balducci,Italy,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/daniele-balducci/b390/player-activity?year=all&matchType=Singles,78.0,1970-09-10,,701
Christian Saceanu,"Klausenburg, Rumania",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-saceanu/s288/player-activity?year=all&matchType=Singles,80.0,1968-07-08,,
Nicklas Utgren,"Vanersborg, Sweden",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/nicklas-utgren/u020/player-activity?year=all&matchType=Singles,82.0,1969-01-12,,
Ruben Gajardo,Chile,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ruben-gajardo/g165/player-activity?year=all&matchType=Singles,78.0,1968-01-05,,
Jerome Potier,"Rennes, France",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/jerome-potier/p043/player-activity?year=all&matchType=Singles,70.0,1962-07-18,,1211
Gabriel Markus,"Buenos Aires, Argentina",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gabriel-markus/m412/player-activity?year=all&matchType=Singles,76.0,1970-03-31,,
Thomas Buchmayer,"St. Polten, Austria",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/thomas-buchmayer/b317/player-activity?year=all&matchType=Singles,81.0,1971-02-14,,143
Emilio Sanchez,"Madrid, Spain",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/emilio-sanchez/s014/player-activity?year=all&matchType=Singles,74.0,1965-05-29,Pato Alvarez,
Patrik Kuhnen,"Puttlingen, Germany",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/patrik-kuhnen/k030/player-activity?year=all&matchType=Singles,82.0,1966-02-11,Helmut Luthy,
Sule Ladipo,"Enugu, Nigeria",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sule-ladipo/l249/player-activity?year=all&matchType=Singles,75.0,1974-04-09,,
Pierre Bouteyre,"Nimes, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/pierre-bouteyre/b439/player-activity?year=all&matchType=Singles,82.0,1971-09-07,,
Tom Kempers,"Bussum, Netherlands",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/tom-kempers/k193/player-activity?year=all&matchType=Singles,85.0,1969-06-01,,44
Chuck Adams,"Pacific Palisades, CA",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/chuck-adams/a199/player-activity?year=all&matchType=Singles,81.0,1971-04-23,David Smith,
Marcos Aurelio Gorriz,"Barcelona, Spain",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcos-aurelio-gorriz/g028/player-activity?year=all&matchType=Singles,80.0,1964-03-04,,1270
Stefan Edberg,"Vastervik, Sweden",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/stefan-edberg/e004/player-activity?year=all&matchType=Singles,77.0,1966-01-19,Tony Pickard,
Thierry Champion,"Bagnol Sur Ceze, France",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/thierry-champion/c028/player-activity?year=all&matchType=Singles,70.0,1966-08-31,,832
Fernon Wibier,"Dedemsvaart, Netherlands",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fernon-wibier/w171/player-activity?year=all&matchType=Singles,76.0,1971-02-25,,49
Alexander Volkov,"Kaliningrad, Russia",188.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/alexander-volkov/v037/player-activity?year=all&matchType=Singles,79.0,1967-03-03,Valeri Chklyar,1265
Michael Stich,"Pinneberg, Germany",193.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/michael-stich/s351/player-activity?year=all&matchType=Singles,79.0,1968-10-18,Wally Masur,198
Stephane Simian,"Le Pontet d' Ozon, France",193.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/stephane-simian/s454/player-activity?year=all&matchType=Singles,84.0,1967-06-08,Thierry Tulasne,175
Jean-Philippe Fleurian,"Paris, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jean-philippe-fleurian/f031/player-activity?year=all&matchType=Singles,79.0,1965-09-11,,122
Henrik Holm,"Taby, Sweden",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/henrik-holm/h191/player-activity?year=all&matchType=Singles,77.0,1968-08-22,C.A. Hageskog,181
Guy Forget,"Casablanca, Morocco",191.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/guy-forget/f035/player-activity?year=all&matchType=Singles,80.0,1965-01-04,,
Jeremy Bates,"Solihull, England",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jeremy-bates/b021/player-activity?year=all&matchType=Singles,73.0,1962-06-19,,
Amos Mansdorf,"Tel Aviv, Israel",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/amos-mansdorf/m012/player-activity?year=all&matchType=Singles,73.0,1965-10-20,Dean Goldfine,
Wally Masur,"Southampton, England",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/wally-masur/m030/player-activity?year=all&matchType=Singles,76.0,1963-05-13,Gavin Hopper,
Christian Miniussi,"Buenos Aires, Argentina",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-miniussi/m069/player-activity?year=all&matchType=Singles,75.0,1967-07-05,,
Jonas Svensson,"Goteburg, Sweden",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jonas-svensson/s101/player-activity?year=all&matchType=Singles,76.0,1966-10-21,Tim Klein,
Jaime Yzaga,"Lima, Peru",170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jaime-yzaga/y017/player-activity?year=all&matchType=Singles,68.0,1967-10-23,Pato Rodriguez,
Anders Jarryd,"Lidkoping, Sweden",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/anders-jarryd/j006/player-activity?year=all&matchType=Singles,70.0,1961-07-13,Jon-Anders Sjogren,
Pietro Pennisi,"Florence, Italy",173.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/pietro-pennisi/p173/player-activity?year=all&matchType=Singles,67.0,1970-04-11,,
Xavier Daufresne,"Lasne, Belgium",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/xavier-daufresne/d190/player-activity?year=all&matchType=Singles,87.0,1968-12-24,,
Christian Schaffkes,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-schaffkes/s520/player-activity?year=all&matchType=Singles,78.0,1971-05-30,,
David Engel,"Gothenburg, Sweden",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-engel/e061/player-activity?year=all&matchType=Singles,74.0,1967-10-17,Tim Klein,
Francisco Yunis,"Buenos Aires, Argentina",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francisco-yunis/y003/player-activity?year=all&matchType=Singles,80.0,1964-08-12,,
Gilad Bloom,"Tel Aviv, Israel",173.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/gilad-bloom/b051/player-activity?year=all&matchType=Singles,73.0,1967-03-01,Slomo Zoref,
Gonzalo Lopez-Fabero,Barcelona,191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/gonzalo-lopez-fabero/l224/player-activity?year=all&matchType=Singles,93.0,,,
Juan Carlos Baguena,"Barcelona, Spain",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-carlos-baguena/b084/player-activity?year=all&matchType=Singles,79.0,1967-01-07,,
Mats Wilander,"Vaxjo, Sweden",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/mats-wilander/w023/player-activity?year=all&matchType=Singles,77.0,1964-08-22,,
Jordi Arrese,"Barcelona, Spain",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jordi-arrese/a034/player-activity?year=all&matchType=Singles,64.0,1964-08-29,,
Wojtek Kowalski,"Inowroclaw, Poland",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/wojtek-kowalski/k067/player-activity?year=all&matchType=Singles,80.0,1967-10-10,,
Paolo Cane,"Bologna, Italy",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/paolo-cane/c012/player-activity?year=all&matchType=Singles,68.0,1965-04-09,,1186
Carl-Uwe Steeb,"Aalen, Germany",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/carl-uwe-steeb/s080/player-activity?year=all&matchType=Singles,75.0,1967-09-01,Stefan Schasselhuber,
Aaron Krickstein,"Ann Arbor, MI",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/aaron-krickstein/k023/player-activity?year=all&matchType=Singles,73.0,1967-08-02,Gavin Hopper,
Goran Prpic,"Zagreb, Croatia",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/goran-prpic/p050/player-activity?year=all&matchType=Singles,75.0,1964-05-04,Nikola Nadali,986
Karel Novacek,"Prostejov, Czech Republic",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/karel-novacek/n025/player-activity?year=all&matchType=Singles,82.0,1965-03-30,,1474
Henri Leconte,"Lillers, France",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/henri-leconte/l014/player-activity?year=all&matchType=Singles,79.0,1963-07-04,Gunther Bresnik,
Grant Connell,"Regina, Saskatchewan,Canada",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/grant-connell/c046/player-activity?year=all&matchType=Singles,82.0,1965-11-17,,100
Kim Warwick,"Sydney, NSW, Australia",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/kim-warwick/w006/player-activity?year=all&matchType=Singles,77.0,1952-04-08,,
Yuri Soberon,Belgium,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/yuri-soberon/s654/player-activity?year=all&matchType=Singles,78.0,,,
Dirk Dier,"St. Ingbert, Germany",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/dirk-dier/d207/player-activity?year=all&matchType=Singles,77.0,1972-02-16,,162
Petr Korda,"Prague, Czech Republic",191.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/petr-korda/k148/player-activity?year=all&matchType=Singles,86.0,1968-01-23,Ivo Werner,2
Aleksandar Kitinov,"Skopje, Macedonia",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/aleksandar-kitinov/k245/player-activity?year=all&matchType=Singles,88.0,1971-01-13,,38
Jordi Burillo,"Barcelona, Spain",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jordi-burillo/b429/player-activity?year=all&matchType=Singles,85.0,1972-12-07,Jordi Arrese,100
Franck Osvald,France,185.0,Right-Handed,https://www.atptour.com/en/players/franck-osvald/o191/player-activity?year=all&matchType=Singles,78.0,1975-03-06,,
Djalmar Sistermans,Netherlands,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/djalmar-sistermans/s733/player-activity?year=all&matchType=Singles,78.0,1976-12-20,,147
Cyril Saubion,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/cyril-saubion/s812/player-activity?year=all&matchType=Singles,78.0,1973-10-21,,727
Guillaume Raoux,"Bagnol Sur Ceze, France",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/guillaume-raoux/r186/player-activity?year=all&matchType=Singles,77.0,1970-02-14,Tony Prudent,143
Aleksander Mierzwinski,Poland,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/aleksander-mierzwinski/m532/player-activity?year=all&matchType=Singles,78.0,1975-12-07,,1246
Mark Woodforde,"Adelaide, Australia",188.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/mark-woodforde/w035/player-activity?year=all&matchType=Singles,88.0,1965-09-23,Ray Ruffels,1
